127.0.0.1 - - [20/Jan/2018:05:07:18 -0700] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:01 -0700] "GET /MVCProject/rest/auth/unauthorized HTTP/1.1" 401 12
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:01 -0700] "GET /MVCProject/rest/auth/unauthorized HTTP/1.1" 401 12
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/ HTTP/1.1" 200 1470
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/authModule/auth.module.js HTTP/1.1" 200 44
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/authModule/login/login.component.js HTTP/1.1" 200 342
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/authModule/auth.service.js HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/authModule/logout/logout.component.js HTTP/1.1" 200 410
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/appModule/app.module.js HTTP/1.1" 200 672
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/appModule/todo.service.js HTTP/1.1" 200 1589
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/authModule/register/register.component.js HTTP/1.1" 200 402
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/appModule/incomplete.filter.js HTTP/1.1" 200 222
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/appModule/todoList/todoList.component.js HTTP/1.1" 200 2315
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/appModule/home/home.component.js HTTP/1.1" 200 109
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/appModule/about/about.component.js HTTP/1.1" 200 112
